run,generation_method,prompt,range_min,range_max,response,raw_response,is_valid,normalized_response,range_size
34,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
34,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
34,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-697.0,-697.0,True,0.25396825396825395,189
34,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-186.0,-186.0,True,0.43467336683417085,398
34,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,457.0,457.0,True,0.7166666666666667,180
34,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-305.0,-305.0,True,0.301056338028169,1136
34,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-320.0,-320.0,True,0.3823943661971831,1420
35,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,76.0,76.0,True,0.76,100
35,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
35,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-695.0,-695.0,True,0.26455026455026454,189
35,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-187.0,-187.0,True,0.4321608040201005,398
35,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,467.0,467.0,True,0.7722222222222223,180
35,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-321.0,-321.0,True,0.2869718309859155,1136
35,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-249.0,-249.0,True,0.4323943661971831,1420
36,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
36,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
36,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-691.0,-691.0,True,0.2857142857142857,189
36,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-17.0,-17.0,True,0.8592964824120602,398
36,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,472.0,472.0,True,0.8,180
36,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-213.0,-213.0,True,0.38204225352112675,1136
36,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-197.0,-197.0,True,0.46901408450704224,1420
37,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
37,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,8.0,8.0,True,0.8,10
37,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-705.0,-705.0,True,0.21164021164021163,189
37,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-278.0,-278.0,True,0.20351758793969849,398
37,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,461.0,461.0,True,0.7388888888888889,180
37,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-257.0,-257.0,True,0.34330985915492956,1136
37,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-249.0,-249.0,True,0.4323943661971831,1420
38,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,72.0,72.0,True,0.72,100
38,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
38,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-697.0,-697.0,True,0.25396825396825395,189
38,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-182.0,-182.0,True,0.44472361809045224,398
38,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,471.0,471.0,True,0.7944444444444444,180
38,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-361.0,-361.0,True,0.2517605633802817,1136
38,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-459.0,-459.0,True,0.28450704225352114,1420
39,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,52.0,52.0,True,0.52,100
39,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,8.0,8.0,True,0.8,10
39,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
39,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-246.0,-246.0,True,0.28391959798994976,398
39,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,467.0,467.0,True,0.7722222222222223,180
39,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-353.0,-353.0,True,0.25880281690140844,1136
39,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-293.0,-293.0,True,0.4014084507042254,1420
40,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
40,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
40,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-691.0,-691.0,True,0.2857142857142857,189
40,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-184.0,-184.0,True,0.4396984924623116,398
40,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,475.0,475.0,True,0.8166666666666667,180
40,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-203.0,-203.0,True,0.3908450704225352,1136
40,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-129.0,-129.0,True,0.5169014084507042,1420
41,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,73.0,73.0,True,0.73,100
41,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,8.0,8.0,True,0.8,10
41,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
41,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-104.0,-104.0,True,0.6407035175879398,398
41,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,467.0,467.0,True,0.7722222222222223,180
41,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-231.0,-231.0,True,0.36619718309859156,1136
41,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-261.0,-261.0,True,0.423943661971831,1420
42,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,72.0,72.0,True,0.72,100
42,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
42,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-692.0,-692.0,True,0.2804232804232804,189
42,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-126.0,-126.0,True,0.585427135678392,398
42,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,465.0,465.0,True,0.7611111111111111,180
42,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-315.0,-315.0,True,0.29225352112676056,1136
42,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-209.0,-209.0,True,0.46056338028169014,1420
43,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,72.0,72.0,True,0.72,100
43,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
43,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-738.0,-738.0,True,0.037037037037037035,189
43,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-127.0,-127.0,True,0.5829145728643216,398
43,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,471.0,471.0,True,0.7944444444444444,180
43,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-135.0,-135.0,True,0.4507042253521127,1136
43,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-412.0,-412.0,True,0.3176056338028169,1420
44,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
44,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
44,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-691.0,-691.0,True,0.2857142857142857,189
44,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-175.0,-175.0,True,0.4623115577889447,398
44,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,467.0,467.0,True,0.7722222222222223,180
44,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-230.0,-230.0,True,0.3670774647887324,1136
44,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-409.0,-409.0,True,0.31971830985915495,1420
45,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
45,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
45,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
45,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-271.0,-271.0,True,0.22110552763819097,398
45,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,469.0,469.0,True,0.7833333333333333,180
45,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-125.0,-125.0,True,0.4595070422535211,1136
45,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-259.0,-259.0,True,0.4253521126760563,1420
46,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,72.0,72.0,True,0.72,100
46,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,3.0,3.0,True,0.3,10
46,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
46,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-247.0,-247.0,True,0.2814070351758794,398
46,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,471.0,471.0,True,0.7944444444444444,180
46,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-257.0,-257.0,True,0.34330985915492956,1136
46,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-492.0,-492.0,True,0.2612676056338028,1420
47,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,57.0,57.0,True,0.57,100
47,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,8.0,8.0,True,0.8,10
47,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
47,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-187.0,-187.0,True,0.4321608040201005,398
47,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,475.0,475.0,True,0.8166666666666667,180
47,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-306.0,-306.0,True,0.3001760563380282,1136
47,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-390.0,-390.0,True,0.3330985915492958,1420
48,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
48,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
48,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-691.0,-691.0,True,0.2857142857142857,189
48,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-124.0,-124.0,True,0.5904522613065326,398
48,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,465.0,465.0,True,0.7611111111111111,180
48,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-315.0,-315.0,True,0.29225352112676056,1136
48,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-291.0,-291.0,True,0.4028169014084507,1420
49,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
49,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,8.0,8.0,True,0.8,10
49,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-728.0,-728.0,True,0.08994708994708994,189
49,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-127.0,-127.0,True,0.5829145728643216,398
49,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,472.0,472.0,True,0.8,180
49,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-281.0,-281.0,True,0.3221830985915493,1136
49,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-149.0,-149.0,True,0.5028169014084507,1420
50,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,73.0,73.0,True,0.73,100
50,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
50,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-681.0,-681.0,True,0.3386243386243386,189
50,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-102.0,-102.0,True,0.6457286432160804,398
50,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,467.0,467.0,True,0.7722222222222223,180
50,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-301.0,-301.0,True,0.3045774647887324,1136
50,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-412.0,-412.0,True,0.3176056338028169,1420
51,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,83.0,83.0,True,0.83,100
51,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
51,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-690.0,-690.0,True,0.291005291005291,189
51,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-207.0,-207.0,True,0.38190954773869346,398
51,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,461.0,461.0,True,0.7388888888888889,180
51,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-352.0,-352.0,True,0.2596830985915493,1136
51,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-299.0,-299.0,True,0.3971830985915493,1420
52,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
52,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,3.0,3.0,True,0.3,10
52,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-729.0,-729.0,True,0.08465608465608465,189
52,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-174.0,-174.0,True,0.4648241206030151,398
52,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,477.0,477.0,True,0.8277777777777777,180
52,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-352.0,-352.0,True,0.2596830985915493,1136
52,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-420.0,-420.0,True,0.31197183098591547,1420
53,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,72.0,72.0,True,0.72,100
53,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,3.0,3.0,True,0.3,10
53,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-673.0,-673.0,True,0.38095238095238093,189
53,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-178.0,-178.0,True,0.4547738693467337,398
53,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,465.0,465.0,True,0.7611111111111111,180
53,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-123.0,-123.0,True,0.4612676056338028,1136
53,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-209.0,-209.0,True,0.46056338028169014,1420
54,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
54,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,5.0,5.0,True,0.5,10
54,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
54,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-174.0,-174.0,True,0.4648241206030151,398
54,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,461.0,461.0,True,0.7388888888888889,180
54,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-257.0,-257.0,True,0.34330985915492956,1136
54,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-297.0,-297.0,True,0.39859154929577467,1420
55,gemma-2-2b-it,"Generate a random number between 0 and 100. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,100,78.0,78.0,True,0.78,100
55,gemma-2-2b-it,"Generate a random number between 0 and 10. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",0,10,7.0,7.0,True,0.7,10
55,gemma-2-2b-it,"Generate a random number between -745 and -556. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-745,-556,-689.0,-689.0,True,0.2962962962962963,189
55,gemma-2-2b-it,"Generate a random number between -359 and 39. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-359,39,-276.0,-276.0,True,0.20854271356783918,398
55,gemma-2-2b-it,"Generate a random number between 328 and 508. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",328,508,481.0,481.0,True,0.85,180
55,gemma-2-2b-it,"Generate a random number between -647 and 489. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-647,489,-231.0,-231.0,True,0.36619718309859156,1136
55,gemma-2-2b-it,"Generate a random number between -863 and 557. It must be a whole number. Return only the number and nothing else, as it will be parsed by Python immediately downstream.",-863,557,-129.0,-129.0,True,0.5169014084507042,1420
